"Cluster","RAJ2000","DEJ2000","GLON","GLAT","r50","Nstars","pmRA","s_pmRA","e_pmRA","pmDE","s_pmDE","e_pmDE","plx","s_plx","e_plx","d05","d16","dmode","d84","d95","dmode+01","dmode-01","X","Y","Z","Rgc"
"FSR_1207",106.883,-13.328,226.613,-2.542,0.024,59,-1.289,0.184,0.03,0.762,0.146,0.021,0.348,0.095,0.014,2564.6,2600.4,2653.2,2711.2,2748.7,2097.6,3611.8,-1820.8,-1926.3,-117.7,10341.8
"FSR_1209",106.785,-13.827,227.014,-2.856,0.033,58,-0.928,0.129,0.018,0.689,0.09,0.015,0.19,0.073,0.009,4335.1,4430.2,4575.6,4737.8,4844.0,3138.9,8432.8,-3115.8,-3343.0,-227.9,11933.6
"FSR_1211",115.336,-9.607,227.247,6.516,0.038,67,-3.137,0.086,0.015,2.564,0.093,0.012,0.288,0.042,0.006,3071.3,3102.9,3149.1,3197.6,3231.7,2395.4,4598.9,-2123.9,-2297.4,357.4,10713.1
"FSR_1212",106.941,-14.145,227.366,-2.867,0.031,46,-0.246,0.214,0.038,0.314,0.196,0.034,0.216,0.14,0.023,3968.5,3968.5,4071.5,4186.1,4300.6,3026.3,6924.1,-2754.2,-2991.7,-203.6,11490.5
"FSR_1252",110.659,-18.703,233.063,-1.823,0.045,85,-1.822,0.077,0.009,2.99,0.076,0.011,0.263,0.052,0.006,3339.8,3371.4,3420.2,3469.1,3503.5,2547.4,5195.4,-2054.3,-2732.4,-108.8,10747.5
"FSR_1253",111.583,-18.433,233.24,-0.924,0.057,124,-2.089,0.117,0.011,1.878,0.112,0.011,0.223,0.055,0.006,3856.7,3904.6,3972.4,4048.3,4096.2,2843.0,6591.1,-2377.1,-3182.1,-64.0,11179.5
"FSR_1260",112.088,-19.679,234.563,-1.098,0.049,45,-3.159,0.071,0.015,3.444,0.069,0.014,0.321,0.048,0.007,2797.5,2823.0,2857.0,2895.2,2920.7,2222.0,4000.3,-1656.2,-2327.3,-54.8,10263.6
"FSR_1284",109.992,-24.535,237.94,-5.096,0.042,44,-0.983,0.062,0.01,1.357,0.049,0.012,0.392,0.04,0.006,2339.8,2355.3,2376.4,2400.4,2415.9,1920.4,3118.8,-1256.5,-2006.0,-211.1,9803.9
"FSR_1297",110.984,-25.879,239.554,-4.926,0.049,28,-2.775,0.183,0.043,3.314,0.236,0.051,0.754,0.053,0.012,1257.8,1265.8,1277.8,1289.7,1298.2,1132.9,1465.0,-645.1,-1097.5,-109.7,9051.9
"FSR_1315",117.159,-26.974,243.202,-0.626,0.08,65,-2.435,0.079,0.016,3.123,0.106,0.012,0.208,0.048,0.007,4099.7,4148.8,4224.8,4300.7,4354.4,2970.0,7315.2,-1904.6,-3770.8,-46.2,10916.6
"FSR_1335",123.012,-28.986,247.636,2.708,0.014,18,-2.67,0.033,0.013,3.172,0.125,0.028,0.131,0.036,0.01,5749.2,5948.3,6258.1,6623.1,6877.5,3850.3,16754.5,-2378.5,-5780.9,295.7,12178.0
"FSR_1342",119.487,-31.511,248.139,-1.216,0.036,83,-2.375,0.104,0.013,2.693,0.116,0.013,0.229,0.053,0.006,3764.3,3809.2,3880.3,3951.3,4003.7,2795.7,6339.1,-1444.5,-3600.4,-82.3,10425.9
"FSR_1352",116.614,-34.287,249.298,-4.706,0.033,22,-1.981,0.057,0.015,3.148,0.064,0.014,0.24,0.023,0.005,3583.0,3636.6,3718.7,3804.4,3865.2,2710.5,5921.7,-1310.2,-3466.9,-305.1,10254.0
"FSR_1360",120.392,-34.483,251.068,-2.13,0.043,60,-1.798,0.137,0.019,2.838,0.112,0.022,0.375,0.051,0.007,2438.4,2453.1,2475.3,2497.5,2513.8,1984.9,3289.5,-802.6,-2339.8,-92.0,9437.2
"FSR_1361",117.656,-36.401,251.561,-5.028,0.109,232,-2.531,0.084,0.006,4.006,0.076,0.006,0.359,0.039,0.003,2555.5,2563.8,2575.5,2587.2,2597.2,2048.2,3468.3,-811.5,-2433.9,-225.7,9469.6
"FSR_1363",122.655,-34.616,252.182,-0.629,0.034,30,-1.465,0.05,0.011,1.98,0.06,0.015,0.24,0.035,0.007,3612.4,3656.0,3725.0,3794.0,3844.9,2713.7,5928.4,-1139.8,-3546.1,-40.9,10121.3
"FSR_1378",120.304,-40.676,256.313,-5.443,0.069,147,-5.659,0.102,0.011,11.934,0.105,0.013,0.588,0.038,0.004,1610.2,1614.3,1621.1,1627.3,1632.7,1395.0,1934.8,-381.9,-1568.0,-153.8,8861.7
"FSR_1380",122.764,-39.994,256.738,-3.493,0.036,59,-2.221,0.106,0.018,1.87,0.161,0.018,0.26,0.076,0.009,3331.1,3378.5,3456.5,3534.5,3593.1,2568.8,5283.2,-791.5,-3358.1,-210.6,9729.4
"FSR_1399",131.035,-39.352,259.926,2.052,0.029,39,-4.111,0.124,0.021,3.387,0.102,0.019,0.315,0.034,0.006,2813.9,2849.6,2904.2,2963.1,3003.0,2250.8,4096.0,-507.7,-2857.6,104.0,9297.7
"FSR_1402",136.441,-37.874,261.515,6.237,0.053,101,-3.724,0.17,0.016,1.739,0.126,0.029,0.194,0.081,0.008,4342.4,4399.9,4488.8,4577.7,4640.4,3097.7,8147.3,-658.4,-4413.4,487.6,10022.4
"FSR_1407",142.445,-33.848,261.96,12.534,0.052,96,-4.806,0.079,0.012,5.983,0.109,0.014,0.275,0.06,0.006,3211.2,3243.0,3293.4,3346.5,3383.6,2478.0,4913.5,-449.6,-3183.3,714.8,9348.3
"FSR_1419",124.711,-47.786,264.044,-6.613,0.032,15,-2.529,0.135,0.032,2.86,0.134,0.039,0.036,0.051,0.015,11319.4,12480.1,15329.0,19866.3,23823.2,6055.9,"nan",-1580.1,-15144.9,-1765.2,18104.6
"FSR_1435",134.218,-43.757,264.843,1.097,0.084,52,-3.9,0.178,0.031,2.732,0.122,0.02,0.436,0.091,0.014,2095.6,2117.9,2149.5,2183.6,2206.0,1769.3,2739.4,-193.2,-2140.4,41.2,8797.5
"FSR_1441",129.88,-47.098,265.524,-3.369,0.039,57,-3.723,0.093,0.016,3.567,0.09,0.02,0.189,0.052,0.008,4404.4,4474.1,4581.2,4688.3,4768.7,3141.6,8457.0,-356.9,-4559.3,-269.3,9819.6
"FSR_1452",133.332,-47.871,267.586,-2.03,0.056,39,-4.603,0.083,0.015,3.722,0.079,0.016,0.363,0.025,0.004,2502.0,2519.9,2549.2,2576.8,2598.0,2031.5,3420.6,-107.3,-2545.3,-90.3,8822.4
"FSR_1460",136.922,-47.827,269.139,-0.188,0.044,17,-3.49,0.123,0.037,3.944,0.211,0.051,0.225,0.074,0.016,3505.4,3662.3,3931.8,4241.5,4474.7,2821.9,6470.0,-59.1,-3931.3,-12.9,9273.6
"FSR_1484",142.452,-50.697,273.715,0.369,0.035,36,-5.154,0.076,0.018,3.537,0.093,0.016,0.406,0.029,0.005,2256.5,2274.0,2298.1,2324.9,2342.4,1868.7,2985.8,148.9,-2293.2,14.8,8506.1
"FSR_1509",147.006,-55.073,278.671,-1.086,0.028,39,-4.049,0.28,0.043,2.723,0.188,0.033,0.233,0.094,0.015,3592.4,3678.9,3818.3,3967.3,4073.1,2763.3,6173.2,575.5,-3774.0,-72.4,8633.1
"FSR_1521",148.852,-56.605,280.44,-1.626,0.06,85,-4.886,0.178,0.03,4.467,0.237,0.049,0.201,0.092,0.01,4156.0,4228.0,4344.3,4466.3,4554.9,3030.3,7686.7,786.9,-4270.7,-123.3,8676.9
"FSR_1530",152.216,-57.288,282.319,-1.073,0.041,50,-5.661,0.326,0.045,3.373,0.178,0.039,0.196,0.088,0.014,4131.4,4255.0,4451.7,4676.5,4833.8,3081.1,8033.6,949.6,-4348.5,-83.4,8574.8
"FSR_1580",171.917,-58.471,292.148,2.636,0.039,14,-5.244,0.082,0.023,1.408,0.079,0.037,0.125,0.024,0.009,5503.1,5842.9,6482.6,7272.2,7881.8,3934.1,18452.6,2441.3,-5997.9,298.1,8412.4
"FSR_1586",170.679,-62.302,292.823,-1.184,0.057,144,-5.934,0.141,0.013,1.513,0.182,0.016,0.211,0.07,0.006,4045.5,4095.7,4162.6,4240.7,4290.9,2940.3,7141.3,1614.3,-3835.9,-86.0,7742.7
"FSR_1591",174.222,-62.731,294.511,-1.085,0.048,81,-5.469,0.338,0.034,1.67,0.237,0.035,0.255,0.142,0.014,3379.6,3433.4,3519.3,3605.3,3669.8,2602.8,5436.1,1459.8,-3201.6,-66.6,7588.7
"FSR_1595",176.771,-62.639,295.614,-0.686,0.03,57,-6.779,0.123,0.025,1.373,0.117,0.017,0.179,0.054,0.008,4523.6,4631.7,4805.9,4998.1,5130.3,3245.5,9255.3,2077.5,-4333.3,-57.5,7615.6
"FSR_1663",205.251,-60.203,309.057,2.078,0.044,96,-5.031,0.07,0.01,-2.464,0.128,0.015,0.27,0.075,0.008,3265.1,3299.2,3349.0,3404.0,3440.7,2508.9,5036.3,2108.8,-2598.8,121.4,6751.4
"FSR_1723",238.769,-46.014,333.026,5.853,0.047,111,-0.196,0.19,0.02,-1.395,0.127,0.015,0.642,0.063,0.006,1475.4,1481.3,1490.7,1500.1,1506.6,1297.3,1751.9,1321.6,-672.6,152.0,7050.6
"FSR_1750",255.523,-38.875,346.715,1.833,0.041,104,-1.604,0.261,0.03,-2.317,0.217,0.024,0.253,0.114,0.012,3356.7,3430.6,3543.4,3664.0,3749.6,2615.4,5486.3,3446.8,-813.9,113.3,4960.4
"Feibelman_1",304.417,38.03,75.811,1.337,0.034,37,-3.192,0.069,0.016,-4.956,0.089,0.012,0.26,0.036,0.007,3366.3,3401.9,3457.0,3512.1,3554.3,2568.7,5283.0,847.2,3350.7,80.7,8207.9
"Ferrero_1",275.063,-32.338,0.674,-8.158,0.188,110,0.149,0.153,0.016,-4.809,0.154,0.016,1.145,0.066,0.006,846.2,848.5,852.0,855.6,857.9,785.1,931.5,843.3,9.9,-120.9,7496.7
"Ferrero_11",93.646,0.637,208.131,-7.899,0.231,75,-3.013,0.149,0.019,-4.339,0.101,0.016,1.24,0.089,0.011,782.5,784.7,788.0,791.2,793.4,730.5,855.5,-688.4,-368.0,-108.3,9035.9
"Graham_1",164.134,-63.018,290.319,-2.995,0.028,20,-6.324,0.125,0.025,2.178,0.086,0.019,0.218,0.049,0.009,3892.5,3954.9,4056.2,4157.4,4227.6,2885.0,6821.7,1406.6,-3798.6,-211.9,7905.8
"Gulliver_1",161.582,-57.034,286.514,1.795,0.089,107,-7.926,0.076,0.009,3.582,0.081,0.009,0.323,0.037,0.003,2799.6,2815.4,2837.3,2859.1,2875.0,2210.6,3963.2,806.1,-2718.9,88.9,8009.5
"Gulliver_10",123.09,-38.676,255.772,-2.561,0.183,44,-4.443,0.24,0.031,4.965,0.154,0.027,1.652,0.083,0.015,591.3,592.8,594.9,597.0,598.6,561.5,632.6,-146.1,-576.1,-26.6,8505.6
"Gulliver_11",67.996,43.62,159.434,-3.079,0.131,64,0.4,0.206,0.037,-2.229,0.149,0.021,1.061,0.068,0.009,909.7,912.6,917.3,921.9,925.3,840.2,1009.9,-857.6,321.7,-49.3,9203.2
"Gulliver_12",181.174,-61.308,297.351,1.057,0.076,52,-5.948,0.071,0.01,-0.41,0.088,0.01,0.559,0.034,0.005,1682.8,1689.6,1699.4,1709.3,1716.0,1452.6,2047.4,780.6,-1509.2,31.3,7708.5
"Gulliver_13",104.858,-13.254,225.649,-4.263,0.115,78,-2.941,0.125,0.016,0.281,0.113,0.016,0.62,0.061,0.007,1523.3,1530.0,1540.4,1550.2,1557.5,1334.9,1820.8,-1073.9,-1098.5,-114.5,9477.7
"Gulliver_14",259.928,-36.785,350.46,0.268,0.184,39,-3.719,0.073,0.016,-4.792,0.085,0.012,0.745,0.038,0.008,1273.6,1281.0,1291.5,1302.5,1309.9,1143.8,1483.1,1273.6,-214.0,6.0,7069.6
"Gulliver_15",272.599,-16.723,13.423,1.181,0.089,84,-1.06,0.119,0.015,-1.638,0.1,0.01,0.506,0.067,0.008,1839.7,1851.1,1869.3,1887.5,1900.9,1574.8,2299.2,1817.9,433.9,38.5,6536.5
"Gulliver_16",23.433,60.751,128.078,-1.697,0.046,57,-1.249,0.058,0.01,-0.614,0.083,0.012,0.208,0.065,0.007,4076.4,4131.9,4217.7,4308.5,4369.0,2964.6,7288.6,-2600.0,3318.6,-124.9,11432.3
"Gulliver_17",302.654,35.871,73.233,1.315,0.063,116,-1.078,0.121,0.015,-3.029,0.147,0.019,0.555,0.044,0.005,1698.4,1704.4,1711.8,1720.0,1725.2,1461.7,2065.0,493.7,1638.6,39.3,8015.6
"Gulliver_18",302.905,26.532,65.527,-3.971,0.124,204,-3.198,0.089,0.008,-5.646,0.1,0.008,0.613,0.055,0.004,1549.1,1552.9,1558.6,1564.3,1568.7,1348.4,1846.3,644.1,1415.1,-107.9,7824.9
"Gulliver_19",344.19,61.106,109.525,1.255,0.157,145,0.893,0.128,0.013,-2.258,0.148,0.016,0.634,0.059,0.005,1497.1,1501.3,1507.9,1513.9,1518.7,1310.3,1775.7,-503.8,1420.8,33.0,8957.2
"Gulliver_2",122.883,-37.404,254.617,-2.0,0.073,67,-4.951,0.095,0.014,4.576,0.119,0.018,0.696,0.056,0.007,1368.5,1372.9,1379.2,1386.1,1391.0,1212.1,1600.4,-365.6,-1329.0,-48.1,8806.5
"Gulliver_20",273.736,11.082,38.831,13.069,0.704,55,1.039,0.251,0.03,-6.525,0.169,0.027,2.347,0.078,0.01,419.3,420.0,420.9,421.8,422.4,403.9,439.4,319.4,257.1,95.2,8024.7
"Gulliver_21",106.961,-25.462,237.519,-7.965,0.364,126,-1.929,0.118,0.011,4.205,0.141,0.012,1.504,0.05,0.005,650.6,651.3,652.2,653.3,654.0,612.3,697.8,-346.9,-544.9,-90.4,8704.0
"Gulliver_22",84.848,26.368,181.458,-2.524,0.119,27,-1.523,0.294,0.055,-4.605,0.12,0.03,1.257,0.112,0.025,764.8,770.0,777.8,785.8,791.4,721.7,843.4,-776.8,-19.8,-34.3,9116.8
"Gulliver_23",304.255,38.055,75.761,1.456,0.046,150,-2.446,0.087,0.008,-4.444,0.095,0.009,0.246,0.05,0.005,3575.2,3602.3,3643.0,3680.3,3707.4,2670.1,5723.3,895.8,3529.9,92.6,8238.7
"Gulliver_24",1.161,62.835,117.62,0.447,0.101,86,-3.241,0.096,0.013,-1.57,0.088,0.016,0.636,0.05,0.006,1490.7,1496.0,1504.9,1513.3,1519.8,1308.1,1771.6,-697.7,1333.4,11.7,9135.5
"Gulliver_25",52.011,45.152,149.761,-9.407,0.331,45,0.96,0.108,0.019,-4.089,0.103,0.015,0.711,0.049,0.008,1335.3,1342.1,1351.3,1360.9,1367.2,1190.4,1562.4,-1151.7,671.4,-220.9,9515.4
"Gulliver_26",80.689,35.27,172.055,-0.625,0.076,65,2.018,0.166,0.031,-2.874,0.131,0.023,0.36,0.079,0.01,2503.3,2530.4,2570.1,2611.6,2640.5,2044.5,3459.1,-2545.3,355.2,-28.0,10891.0
"Gulliver_27",146.088,-54.117,277.648,-0.697,0.049,65,-4.658,0.066,0.009,3.467,0.079,0.011,0.322,0.027,0.003,2806.7,2823.4,2850.4,2875.4,2896.2,2218.1,3987.1,379.3,-2824.9,-34.7,8447.0
"Gulliver_28",293.559,18.059,53.813,-0.902,0.555,68,-4.485,0.158,0.025,-3.4,0.136,0.026,1.581,0.065,0.01,618.5,619.7,621.3,622.9,623.9,584.9,662.5,366.8,501.4,-9.8,7989.0
"Gulliver_29",256.745,-35.205,350.23,3.28,0.679,440,1.325,0.161,0.008,-2.206,0.174,0.008,0.905,0.061,0.003,1067.0,1068.8,1070.9,1073.0,1074.5,967.3,1199.3,1053.7,-181.4,61.3,7288.6
"Gulliver_3",122.536,-37.244,254.333,-2.144,0.035,47,-2.962,0.086,0.013,4.106,0.109,0.017,0.191,0.073,0.01,4360.9,4433.3,4550.3,4672.8,4762.0,3127.0,8345.1,-1227.9,-4378.1,-170.2,10522.1
"Gulliver_30",313.673,45.996,86.299,0.646,0.083,63,-2.524,0.07,0.011,-3.697,0.066,0.017,0.427,0.043,0.006,2162.7,2174.6,2192.3,2210.1,2221.9,1797.7,2808.6,141.5,2187.6,24.7,8485.3
"Gulliver_31",301.912,38.232,74.896,3.094,0.077,54,-1.5,0.063,0.013,-3.113,0.086,0.013,0.396,0.033,0.004,2322.5,2335.5,2352.8,2371.6,2384.7,1905.6,3077.1,612.2,2268.3,127.0,8053.8
"Gulliver_32",98.383,7.478,204.24,-0.546,0.1,39,-0.879,0.104,0.022,2.304,0.107,0.021,0.577,0.061,0.01,1618.9,1630.8,1649.8,1668.7,1682.1,1416.2,1975.6,-1504.2,-677.3,-15.7,9867.5
"Gulliver_33",318.159,46.345,88.629,-1.439,0.31,98,0.274,0.12,0.011,-3.959,0.123,0.016,0.867,0.063,0.007,1110.8,1113.2,1116.5,1120.2,1122.9,1004.6,1256.9,26.7,1115.8,-28.0,8387.8
"Gulliver_34",167.722,-59.158,290.35,1.235,0.045,31,-6.179,0.059,0.016,2.409,0.072,0.014,0.223,0.034,0.006,3840.4,3893.2,3972.3,4055.3,4111.8,2842.1,6580.6,1381.1,-3723.5,85.6,7892.5
"Gulliver_35",150.379,-58.198,282.065,-2.386,0.09,34,-6.973,0.111,0.014,3.967,0.092,0.014,0.405,0.025,0.004,2266.1,2280.7,2301.9,2324.4,2339.0,1871.4,2991.6,480.7,-2249.1,-95.8,8174.8
"Gulliver_36",123.185,-35.111,252.834,-0.537,0.14,101,-0.236,0.078,0.009,0.609,0.071,0.009,0.725,0.042,0.004,1319.4,1322.6,1326.7,1330.8,1333.6,1171.3,1529.6,-391.5,-1267.5,-12.4,8823.1
"Gulliver_37",292.077,25.347,59.547,3.806,0.105,59,-0.775,0.074,0.012,-3.74,0.092,0.016,0.642,0.038,0.005,1479.1,1483.6,1490.9,1498.2,1503.3,1297.6,1751.8,754.0,1282.4,99.0,7693.7
"Gulliver_38",300.808,34.435,71.209,1.814,0.06,111,-0.921,0.117,0.01,-2.594,0.134,0.014,0.4,0.043,0.004,2304.5,2314.6,2329.1,2345.0,2355.1,1889.9,3036.6,749.9,2203.8,73.7,7903.6
"Gulliver_39",163.697,-58.05,287.984,1.395,0.045,42,-4.407,0.07,0.01,1.274,0.06,0.009,0.335,0.035,0.006,2685.4,2710.6,2747.5,2784.4,2809.6,2155.3,3788.6,848.1,-2612.5,66.9,7934.4
"Gulliver_4",122.164,-37.5,254.386,-2.531,0.079,64,-2.912,0.061,0.008,3.033,0.062,0.008,0.3,0.04,0.005,2996.1,3015.5,3042.1,3071.1,3090.4,2332.3,4372.9,-818.0,-2927.0,-134.4,9614.3
"Gulliver_40",163.095,-58.394,287.85,0.948,0.082,36,-7.686,0.044,0.01,2.476,0.061,0.013,0.589,0.041,0.008,1595.6,1604.6,1618.7,1632.8,1642.4,1393.1,1931.3,496.1,-1540.6,26.8,7993.8
"Gulliver_41",277.718,-12.429,19.546,-1.16,0.032,59,-1.79,0.297,0.042,-4.709,0.257,0.036,0.171,0.132,0.015,4523.3,4699.5,5000.2,5332.0,5591.2,3333.8,9982.9,4711.1,1672.6,-101.2,3995.8
"Gulliver_42",303.935,37.851,75.45,1.552,0.054,83,-2.778,0.189,0.032,-5.452,0.217,0.041,0.181,0.074,0.008,4573.7,4648.4,4763.9,4886.2,4974.5,3226.7,9092.1,1196.4,4609.4,129.1,8501.7
"Gulliver_43",296.283,24.558,60.718,0.091,0.075,79,-2.922,0.085,0.015,-5.796,0.104,0.015,0.351,0.051,0.007,2585.4,2603.2,2631.6,2660.1,2679.6,2083.3,3571.7,1287.2,2295.4,4.2,7417.0
"Gulliver_44",127.249,-38.095,257.143,0.452,0.189,153,-0.666,0.136,0.02,2.301,0.132,0.013,0.785,0.053,0.005,1222.3,1224.7,1228.2,1231.4,1234.2,1093.9,1400.2,-273.3,-1197.4,9.7,8696.1
"Gulliver_45",104.617,3.104,210.968,2.978,0.054,50,-0.76,0.201,0.033,2.51,0.19,0.033,0.284,0.085,0.011,3020.4,3087.8,3196.9,3313.7,3396.7,2422.4,4699.2,-2737.5,-1642.8,166.1,11198.6
"Gulliver_46",186.234,-61.973,299.824,0.739,0.024,80,-6.946,0.093,0.012,0.125,0.07,0.009,0.181,0.055,0.006,4616.6,4679.0,4766.3,4866.1,4934.8,3227.8,9113.6,2370.3,-4134.7,61.4,7261.8
"Gulliver_47",107.932,0.827,214.512,4.891,0.161,87,-1.957,0.093,0.012,-0.432,0.076,0.009,0.491,0.05,0.006,1895.2,1905.8,1922.2,1938.5,1949.1,1612.2,2378.2,-1578.1,-1085.1,163.9,9977.3
"Gulliver_48",316.334,50.733,91.033,2.426,0.28,104,-4.781,0.141,0.021,-6.671,0.166,0.017,1.058,0.054,0.006,915.5,917.3,919.8,922.3,924.1,842.3,1013.0,-16.6,918.8,38.9,8406.9
"Gulliver_49",350.704,61.988,112.729,0.885,0.156,165,-4.022,0.112,0.012,-3.05,0.105,0.011,0.587,0.039,0.004,1613.6,1617.0,1621.7,1627.2,1631.2,1395.5,1936.5,-626.5,1495.6,25.0,9090.4
"Gulliver_5",132.626,-45.509,265.458,-0.896,0.107,27,-5.102,0.034,0.01,4.904,0.071,0.011,0.406,0.026,0.004,2260.5,2275.7,2297.8,2319.9,2333.7,1868.4,2981.3,-182.0,-2290.3,-35.9,8824.3
"Gulliver_50",181.362,-62.678,297.682,-0.275,0.106,76,-7.204,0.102,0.013,1.663,0.063,0.007,0.514,0.042,0.005,1822.2,1829.8,1841.7,1852.7,1861.2,1554.9,2256.8,855.6,-1630.9,-8.9,7660.0
"Gulliver_51",30.335,63.801,130.555,1.968,0.075,41,-4.892,0.097,0.013,-0.149,0.079,0.015,0.647,0.026,0.004,1465.4,1471.1,1479.6,1488.2,1494.4,1288.9,1736.5,-961.5,1123.5,50.8,9369.1
"Gulliver_52",161.669,-59.508,287.696,-0.378,0.153,62,-4.755,0.068,0.01,1.47,0.08,0.01,0.396,0.042,0.005,2319.3,2332.2,2350.8,2370.9,2383.8,1903.3,3073.5,714.6,-2239.5,-15.5,7947.5
"Gulliver_53",80.975,34.012,173.226,-1.141,0.123,36,0.401,0.109,0.022,-2.837,0.106,0.021,0.384,0.038,0.007,2365.1,2387.2,2421.9,2456.6,2481.8,1949.5,3196.2,-2404.5,285.6,-48.2,10748.3
"Gulliver_54",81.297,33.688,173.645,-1.103,0.102,35,-0.595,0.14,0.031,-7.299,0.175,0.039,0.791,0.061,0.012,1200.3,1207.8,1219.0,1230.5,1238.1,1086.5,1388.3,-1211.3,134.9,-23.5,9552.2
"Gulliver_55",297.833,18.661,56.348,-4.127,0.085,34,-2.043,0.08,0.013,-2.53,0.072,0.013,0.369,0.026,0.006,2452.8,2476.3,2513.2,2548.4,2573.6,2008.3,3354.3,1389.1,2086.6,-180.9,7257.4
"Gulliver_56",95.38,26.909,185.664,5.915,0.071,26,0.534,0.078,0.017,-3.24,0.071,0.017,0.458,0.04,0.009,2001.6,2022.7,2054.9,2088.3,2111.6,1704.5,2586.6,-2034.0,-201.7,211.8,10376.0
"Gulliver_57",141.203,-48.075,271.313,1.699,0.11,106,-6.737,0.154,0.015,4.085,0.123,0.014,0.701,0.056,0.005,1360.7,1364.6,1370.5,1375.9,1380.3,1205.3,1588.1,31.4,-1369.5,40.6,8420.7
"Gulliver_58",191.515,-61.965,302.3,0.9,0.074,205,-3.592,0.125,0.009,-0.353,0.116,0.009,0.398,0.055,0.004,2318.2,2329.7,2344.2,2360.0,2370.1,1898.9,3062.3,1252.5,-1981.2,36.8,7359.2
"Gulliver_59",195.721,-64.6,304.16,-1.756,0.172,78,-2.408,0.101,0.011,-1.053,0.087,0.009,0.434,0.039,0.004,2135.1,2146.0,2161.7,2177.5,2188.3,1777.5,2758.0,1213.2,-1787.9,-66.2,7347.6
"Gulliver_6",83.278,-1.652,205.246,-18.138,0.517,343,-0.007,0.39,0.022,-0.207,0.365,0.02,2.367,0.109,0.006,416.4,416.8,417.3,417.9,418.2,400.6,435.5,-358.7,-169.2,-129.9,8700.4
"Gulliver_60",303.436,29.672,68.413,-2.639,0.109,129,1.752,0.092,0.011,0.219,0.117,0.011,0.899,0.037,0.004,1072.2,1074.4,1077.1,1079.9,1081.7,972.4,1207.2,395.9,1000.5,-49.6,8006.9
"Gulliver_7",141.746,-55.127,276.463,-3.132,0.034,90,-3.547,0.151,0.017,3.108,0.1,0.018,0.084,0.048,0.005,8317.7,8528.5,8844.8,9182.1,9435.1,4693.3,50000.0,994.0,-8775.5,-483.3,11444.3
"Gulliver_8",80.56,33.792,173.213,-1.549,0.102,38,-0.156,0.225,0.054,-2.982,0.152,0.047,0.872,0.087,0.017,1093.9,1100.4,1110.3,1120.5,1127.4,999.3,1249.0,-1102.1,131.2,-30.0,9443.0
"Gulliver_9",126.998,-47.929,265.037,-5.429,0.969,265,-5.992,0.272,0.019,6.915,0.375,0.023,1.985,0.092,0.006,495.5,495.9,496.5,497.0,497.4,473.0,522.4,-42.8,-492.4,-47.0,8397.2
"Haffner_10",112.156,-15.364,230.804,1.021,0.029,172,-1.144,0.14,0.013,1.557,0.142,0.013,0.259,0.092,0.008,3381.8,3414.5,3467.9,3521.3,3559.9,2575.3,5306.9,-2191.3,-2687.1,61.8,10868.7
"Haffner_11",113.855,-27.708,242.388,-3.539,0.048,168,-1.465,0.124,0.011,3.149,0.113,0.011,0.138,0.061,0.005,5810.4,5889.6,6003.8,6118.1,6206.0,3751.8,15012.9,-2777.4,-5309.9,-370.6,12320.4
"Haffner_13",115.209,-30.073,245.035,-3.656,0.327,210,-6.184,0.26,0.018,5.879,0.193,0.015,1.742,0.074,0.006,563.4,563.9,564.6,565.3,565.8,534.4,598.4,-237.8,-510.8,-36.0,8593.0
"Haffner_14",116.182,-28.384,243.987,-2.082,0.081,195,-1.821,0.073,0.007,1.728,0.092,0.007,0.226,0.041,0.003,3857.5,3883.5,3916.9,3950.3,3976.3,2813.3,6432.6,-1716.7,-3517.8,-142.3,10654.2
"Haffner_15",116.38,-32.846,247.946,-4.158,0.031,175,-2.154,0.106,0.009,3.289,0.13,0.011,0.238,0.051,0.004,3674.8,3703.1,3741.9,3780.7,3808.9,2723.0,5979.3,-1401.3,-3459.0,-271.3,10337.2
"Haffner_16",117.586,-25.458,242.091,0.473,0.031,106,-2.811,0.098,0.009,2.991,0.104,0.012,0.293,0.054,0.005,3048.1,3072.5,3104.3,3140.9,3165.3,2368.9,4501.7,-1453.0,-2743.1,25.6,10169.9
"Haffner_17",117.899,-31.812,247.699,-2.529,0.027,115,-1.195,0.113,0.013,1.859,0.122,0.011,0.247,0.062,0.006,3562.5,3589.2,3629.3,3669.4,3699.5,2662.8,5697.3,-1375.9,-3354.6,-160.1,10278.7
"Haffner_18",118.168,-26.387,243.157,0.449,0.032,71,-2.548,0.098,0.014,2.67,0.139,0.019,0.185,0.055,0.007,4523.2,4580.7,4672.7,4764.7,4827.9,3184.2,8772.0,-2109.9,-4169.1,36.6,11250.8
"Haffner_19",118.193,-26.274,243.071,0.526,0.017,50,-2.494,0.123,0.018,2.507,0.119,0.017,0.169,0.059,0.01,4790.1,4893.8,5052.9,5225.9,5343.5,3356.6,10228.1,-2288.3,-4504.9,46.4,11543.6
"Haffner_20",119.061,-30.369,246.974,-0.933,0.017,54,-2.294,0.092,0.016,3.407,0.111,0.015,0.178,0.043,0.007,4633.7,4715.9,4842.4,4975.2,5070.1,3262.3,9380.0,-1893.9,-4456.0,-78.8,11161.9
"Haffner_21",120.288,-27.212,244.846,1.636,0.029,65,-1.432,0.097,0.012,1.563,0.089,0.01,0.286,0.054,0.006,3094.6,3125.5,3174.6,3223.6,3259.7,2409.5,4651.5,-1348.8,-2872.3,90.6,10105.6
