"n_Cluster","Cluster","V","RAJ2000","DEJ2000","Rad","N","Nc","pmRAc","e_pmRAc","pmDEc","e_pmDEc","rhoc","Nf","pmRAf","e_pmRAf","pmDEf","e_pmDEf","rhof","FileName","n_FileName","ocl_left","RV","e_RV","o_RV","r_RV","ocl_right","_RA","_DE"
"nan","Dolidze 38","nan",301.42502,41.2,10.0,925.0,767.0,-1.73,2.62,-6.11,3.52,0.21,158.0,-3.43,18.35,-9.23,16.67,0.03,"Dolidze_38.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Dolidze 39","nan",304.09998,37.86666,7.0,607.0,444.0,-0.92,3.75,-1.41,3.85,0.19,163.0,-2.34,21.03,-3.29,21.03,0.06,"Dolidze_39.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Dolidze 4","nan",304.48334,36.70528,5.35,201.0,113.0,-1.7,8.18,-3.1,9.35,0.7,88.0,26.59,48.95,7.15,50.0,-0.01,"Dolidze_4.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Dolidze 40","V",304.48334,37.93306,9.25,911.0,668.0,-0.22,3.15,-0.77,3.66,0.29,243.0,2.72,21.25,-0.04,21.94,-0.03,"Dolidze_40.dat","nan","ocl",-8.9,0.74,1.0,1.0,"ocl",304.48333,37.93306
"nan","Dolidze 42","nan",304.92502,38.13334,4.5,192.0,136.0,-1.14,2.71,-0.53,4.33,-0.15,56.0,-1.39,14.59,7.66,22.94,0.11,"Dolidze_42.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Dolidze 45","nan",317.69165,37.57444,9.1,737.0,458.0,-0.12,3.71,-3.08,3.0,0.33,279.0,-1.88,16.84,-5.2,16.59,-0.03,"Dolidze_45.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Dolidze 47","nan",310.47916,36.57694,6.5,282.0,223.0,-2.28,2.55,-3.57,2.89,0.33,59.0,-6.4,22.44,-5.9,13.32,-0.04,"Dolidze_47.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Dolidze 5","nan",305.04166,39.33055,4.75,171.0,122.0,-2.59,0.39,-5.5,2.03,0.48,49.0,-3.18,14.7,-2.88,18.74,0.13,"Dolidze_5.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Dolidze 52","nan",275.97498,-16.65,4.0,119.0,101.0,0.75,1.4,-4.21,2.35,0.19,18.0,-0.06,16.72,8.72,13.75,0.69,"Dolidze_52.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Dolidze 53","V",296.59583,24.65139,7.4,226.0,190.0,-0.99,0.1,-3.49,1.73,0.25,36.0,5.7,16.57,-3.4,14.14,0.18,"Dolidze_53.dat","nan","ocl",-1.0,10.9,1.0,1.0,"ocl",296.59583,24.65139
"*","Dolidze 6","V",305.13333,41.35667,4.9,38.0,29.0,-0.62,3.4,-4.51,4.89,0.69,9.0,-1.66,19.93,-10.11,13.32,-0.54,"Dolidze_6.dat","nan","ocl",-9.0,10.0,1.0,1.0,"ocl",305.13333,41.35667
"*","Dutra Bica 10","nan",267.57501,-28.895,1.3,47.0,29.0,2.36,4.33,-3.66,1.14,0.05,18.0,-5.37,13.71,-2.44,17.86,-0.02,"Dutra_Bica_10.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Dutra Bica 11","nan",267.60001,-28.885,1.5,50.0,33.0,0.46,4.03,-3.78,2.43,0.35,17.0,1.8,21.76,-10.08,16.37,-0.55,"Dutra_Bica_11.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Dutra Bica 12","nan",267.56668,-28.86167,1.4,55.0,36.0,2.77,3.86,-6.33,4.09,-0.67,19.0,-4.47,20.16,0.01,10.94,-0.02,"Dutra_Bica_12.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Dutra Bica 28","nan",268.37082,-28.34833,1.8,92.0,57.0,0.84,0.25,-3.47,1.59,0.03,35.0,7.4,20.01,-8.87,19.18,0.31,"Dutra_Bica_28.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Dutra Bica 32","nan",269.89584,-28.555,1.45,124.0,78.0,-0.61,9.48,0.27,13.2,0.5,46.0,-9.8,22.1,0.5,15.92,-0.52,"Dutra_Bica_32.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Dutra Bica 50","nan",264.04166,-32.40167,2.1,31.0,16.0,-0.8,0.1,-2.06,2.54,0.86,15.0,-1.27,7.26,-4.7,11.66,0.03,"Dutra_Bica_50.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Dutra Bica 7","nan",267.52502,-28.88667,1.4,51.0,28.0,-0.63,4.06,-3.52,1.09,0.41,23.0,3.83,10.84,-1.9,14.1,0.18,"Dutra_Bica_7.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Dutra Bica 83","nan",88.02084,27.39167,2.75,22.0,15.0,2.81,0.1,3.79,2.36,0.13,7.0,-7.02,13.95,-2.14,12.23,-0.42,"Dutra_Bica_83.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Dutra Bica 84","nan",92.36667,24.92833,3.0,32.0,28.0,1.34,1.6,-1.7,1.57,0.63,4.0,31.5,18.75,-31.48,15.97,0.07,"Dutra_Bica_84.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 008 06","nan",223.8,-83.42333,6.0,97.0,67.0,-6.3,3.07,-5.41,2.3,0.2,30.0,-11.64,20.6,-7.45,14.17,0.43,"ESO_008_06.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 021 06","nan",213.96666,-78.50333,5.5,137.0,112.0,-3.1,4.19,-4.33,4.25,0.1,25.0,-0.84,14.91,1.29,8.09,0.37,"ESO_021_06.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 043 13","nan",256.125,-74.35833,8.5,272.0,227.0,-1.53,4.15,-6.14,6.28,0.16,45.0,-6.7,13.02,-23.49,10.7,-0.19,"ESO_043_13.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 062 08","nan",155.41251,-69.335,3.5,88.0,70.0,-6.77,2.43,2.39,3.25,-0.16,18.0,-25.93,34.11,-0.35,17.99,0.23,"ESO_062_08.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","ESO 062 11","nan",159.72917,-69.03333,4.0,154.0,114.0,-7.81,4.77,2.87,3.44,-0.12,40.0,-1.56,21.86,8.72,17.79,-0.55,"ESO_062_11.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 064 05","nan",186.1375,-68.46667,6.0,467.0,372.0,-6.76,4.89,4.3,4.2,0.01,95.0,-9.07,24.06,4.15,22.18,0.33,"ESO_064_05.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 065 03","nan",192.90417,-69.73,4.0,182.0,132.0,-2.6,2.98,-2.72,2.26,0.35,50.0,2.17,14.91,-3.41,10.44,-0.33,"ESO_065_03.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 092 05","nan",150.80833,-64.75333,3.5,102.0,80.0,-6.56,2.46,3.79,1.69,-0.22,22.0,-10.22,17.24,4.7,17.72,0.01,"ESO_092_05.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","ESO 092 18","nan",153.74167,-64.61166,3.5,182.0,143.0,-5.41,4.88,3.93,4.76,0.06,39.0,-4.66,19.71,5.02,25.36,0.24,"ESO_092_18.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 097 15","nan",213.87083,-64.61166,7.0,855.0,646.0,-4.91,4.83,-5.08,3.1,0.06,209.0,-6.47,21.99,-6.12,24.02,0.13,"ESO_097_15.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 099 06","nan",232.45,-64.86333,5.0,274.0,193.0,-6.0,4.89,-2.9,4.95,0.27,81.0,-4.38,22.4,-6.35,33.1,-0.27,"ESO_099_06.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","ESO 123 26","nan",118.125,-60.33,9.0,251.0,201.0,-2.79,2.83,6.44,5.2,-0.49,50.0,-8.48,14.22,9.13,15.52,-0.13,"ESO_123_26.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","ESO 128 16","V",163.42084,-58.24,6.0,493.0,367.0,-1.16,5.32,-0.24,4.83,-0.12,126.0,-4.41,19.93,-1.21,21.65,-0.22,"ESO_128_16.dat","nan","ocl",2.84,22.28,2.0,2.0,"ocl",163.42083,-58.24
"*","ESO 129 19","nan",170.29584,-58.23167,3.5,217.0,121.0,-3.45,4.07,-3.57,3.72,0.1,96.0,-5.64,22.77,-9.4,19.19,-0.25,"ESO_129_19.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 129 32","nan",176.03749,-61.08167,3.0,233.0,127.0,-2.85,2.95,-2.2,2.95,-0.45,106.0,1.52,19.28,-2.19,19.1,-0.04,"ESO_129_32.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","ESO 130 06","nan",181.94167,-59.3,6.0,380.0,299.0,-7.65,2.63,-1.56,0.1,-0.14,81.0,-3.99,17.47,-2.61,17.49,-0.03,"ESO_130_06.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 130 13","nan",185.825,-59.66,6.0,437.0,327.0,-3.62,3.86,-0.9,2.46,-0.04,110.0,-4.35,17.99,-3.31,17.69,0.04,"ESO_130_13.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 131 09","nan",187.40833,-57.87666,3.5,111.0,69.0,-2.84,4.27,-0.09,2.32,0.13,42.0,-6.77,21.65,3.51,16.27,-0.3,"ESO_131_09.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 132 14","nan",204.125,-62.21361,2.5,89.0,70.0,-2.9,4.77,-5.14,5.21,0.02,19.0,1.36,18.46,-12.07,35.74,-0.63,"ESO_132_14.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 134 12","nan",221.19167,-59.165,3.0,91.0,71.0,-2.95,2.84,-4.04,2.34,0.24,20.0,0.22,14.93,6.46,24.44,-0.07,"ESO_134_12.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 137 23","nan",246.11249,-61.74167,3.5,153.0,126.0,-4.19,4.63,-5.78,4.94,0.15,27.0,-5.84,24.69,-10.98,26.22,-0.03,"ESO_137_23.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 137 43","nan",252.10416,-61.76,4.0,152.0,118.0,-2.02,2.93,-3.75,3.38,0.01,34.0,-4.61,16.4,-8.38,19.17,0.22,"ESO_137_43.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","ESO 139 13","nan",264.42084,-58.13,3.5,96.0,73.0,-0.72,2.89,-2.69,5.33,0.18,23.0,-0.12,15.37,-7.72,15.03,0.05,"ESO_139_13.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 139 54","V",271.17084,-58.52333,4.0,91.0,67.0,-1.64,5.98,-4.16,5.5,0.01,24.0,0.25,17.08,-17.4,13.04,-0.06,"ESO_139_54.dat","nan","ocl",-28.03,1.44,1.0,2.0,"ocl",271.17083,-58.52333
"*","ESO 141 47","V",289.51248,-57.90334,4.5,74.0,56.0,3.48,5.4,-6.46,6.89,0.14,18.0,-1.03,16.27,-23.75,14.63,-0.45,"ESO_141_47.dat","nan","ocl",-23.5,1.4,1.0,2.0,"ocl",289.5125,-57.90333
"nan","ESO 165 09","nan",136.3125,-55.955,8.5,662.0,525.0,-2.99,3.31,5.85,2.03,-0.24,137.0,-6.38,17.11,5.07,15.91,0.01,"ESO_165_09.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","ESO 166 04","nan",137.625,-53.88667,3.0,96.0,69.0,-4.33,2.27,3.06,2.5,-0.15,27.0,-6.33,18.3,2.13,16.71,0.03,"ESO_166_04.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 168 04","nan",157.72083,-53.86666,2.5,77.0,54.0,-3.66,5.62,2.04,3.69,0.08,23.0,-11.51,5.93,1.0,19.71,-0.27,"ESO_168_04.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","ESO 175 06","nan",214.63335,-56.91833,10.0,1220.0,963.0,-4.87,4.94,-1.43,3.93,0.17,257.0,-8.39,34.4,-4.84,33.76,-0.01,"ESO_175_06.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 211 01","nan",131.79584,-52.075,3.0,68.0,58.0,-2.15,5.41,6.4,6.27,-0.31,10.0,-3.25,11.14,1.27,3.7,0.89,"ESO_211_01.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 211 03","nan",132.89166,-50.24528,3.5,65.0,52.0,-2.91,2.28,4.4,3.56,-0.39,13.0,-16.14,24.6,12.26,21.11,0.44,"ESO_211_03.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 211 09","nan",139.18333,-50.285,2.0,18.0,14.0,-3.91,1.81,8.45,1.72,-0.75,4.0,6.11,40.99,17.23,0.11,-0.97,"ESO_211_09.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 226 06","nan",246.05833,-51.15167,3.0,173.0,128.0,-2.37,3.54,-5.49,4.62,0.33,45.0,1.25,30.85,-10.77,22.63,-0.12,"ESO_226_06.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 231 30","V",289.21667,-51.49167,11.0,335.0,278.0,-0.38,5.15,-4.62,6.29,-0.16,57.0,-3.34,19.92,-15.82,19.54,-0.39,"ESO_231_30.dat","nan","ocl",43.65,0.64,1.0,2.0,"ocl",289.21667,-51.49167
"*","ESO 236 07","nan",320.36667,-51.81166,16.0,220.0,163.0,3.43,7.67,-4.07,5.76,-0.23,57.0,10.01,16.08,-15.01,7.83,-0.18,"ESO_236_07.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 258 01","nan",116.44583,-46.71333,6.0,128.0,113.0,3.04,4.34,7.41,4.53,-0.33,15.0,2.16,20.58,9.38,23.6,0.37,"ESO_258_01.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 260 06","nan",131.5625,-47.69833,2.0,43.0,31.0,-5.32,4.33,6.29,6.13,-0.39,12.0,-5.95,23.18,6.26,27.84,-0.05,"ESO_260_06.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 260 17","nan",136.20416,-46.04167,4.5,117.0,83.0,0.15,3.48,4.14,3.38,0.04,34.0,0.04,18.33,6.54,22.79,-0.32,"ESO_260_17.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 261 03","nan",137.84583,-47.04,6.0,116.0,90.0,-2.88,3.01,3.17,2.92,-0.12,26.0,-14.19,15.39,4.43,14.26,-0.15,"ESO_261_03.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 261 07","nan",141.08749,-44.705,17.5,803.0,628.0,-2.84,4.91,2.23,4.18,-0.38,175.0,-4.46,20.12,4.88,16.33,-0.28,"ESO_261_07.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 265 01","nan",165.24167,-45.35,3.0,34.0,32.0,-7.31,4.75,-0.51,2.39,-0.43,2.0,-48.49,47.24,-16.32,0.1,-0.8,"ESO_265_01.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 275 01","nan",238.76666,-46.015,4.0,184.0,134.0,-1.67,3.87,-1.07,2.77,0.27,50.0,-2.91,10.85,-7.36,12.48,0.18,"ESO_275_01.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 277 04","nan",250.10416,-43.74167,1.75,28.0,22.0,-1.83,3.79,-2.11,0.1,0.49,6.0,-4.46,22.43,8.88,31.08,-0.44,"ESO_277_04.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 281 24","nan",279.99582,-44.19833,4.0,105.0,75.0,-1.51,3.56,-3.98,4.34,-0.08,30.0,-4.09,12.08,-1.77,16.23,-0.13,"ESO_281_24.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 282 26","nan",288.46667,-42.64833,8.5,236.0,186.0,1.91,4.95,-6.43,4.72,0.12,50.0,1.19,16.22,-11.85,15.47,0.14,"ESO_282_26.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 311 14","nan",117.35,-42.705,4.0,114.0,70.0,-5.12,2.03,2.33,2.84,-0.14,44.0,-4.68,9.49,6.0,17.71,-0.1,"ESO_311_14.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 312 03","nan",126.10833,-41.29778,4.0,123.0,106.0,-3.28,3.26,1.59,2.65,0.01,17.0,-0.09,13.81,1.38,22.6,-0.39,"ESO_312_03.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 312 04","nan",126.7125,-41.24417,2.0,44.0,32.0,-2.41,0.37,1.04,1.84,-0.17,12.0,-8.03,15.37,2.6,13.84,0.34,"ESO_312_04.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 313 03","nan",127.92083,-41.79167,2.25,29.0,26.0,-1.01,3.03,0.01,2.97,-0.08,3.0,15.14,1.86,-20.11,26.57,-0.83,"ESO_313_03.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 313 11","nan",130.92917,-37.71333,3.0,90.0,79.0,-5.0,2.73,-1.6,4.55,-0.1,11.0,-0.81,17.45,0.87,18.87,-0.34,"ESO_313_11.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 313 12","nan",130.97083,-40.23167,6.0,87.0,48.0,-2.45,2.23,2.68,3.47,-0.57,39.0,-4.43,12.39,1.69,9.41,-0.44,"ESO_313_12.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 314 14","nan",139.92084,-38.11666,6.0,188.0,167.0,-5.82,5.81,5.53,3.95,-0.45,21.0,-6.02,15.11,8.37,5.83,0.65,"ESO_314_14.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 315 14","nan",143.85417,-39.53333,2.5,24.0,16.0,1.03,3.54,-3.54,3.95,-0.5,8.0,-33.19,32.17,11.31,9.21,-0.78,"ESO_315_14.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 329 02","nan",231.88333,-41.05333,5.0,171.0,128.0,-5.03,4.28,-4.24,3.66,0.23,43.0,-3.88,16.42,-8.93,20.8,0.55,"ESO_329_02.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","ESO 332 08","nan",253.67915,-40.70834,6.0,465.0,327.0,-2.05,2.09,-3.32,2.87,0.22,138.0,-4.79,17.45,-4.85,23.74,0.05,"ESO_332_08.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 332 11","nan",254.00417,-40.78,2.5,66.0,51.0,-4.0,4.28,-3.56,3.82,-0.1,15.0,5.27,17.51,-10.38,28.55,-0.13,"ESO_332_11.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 332 13","nan",254.16664,-40.58333,3.0,85.0,40.0,-1.27,0.3,-2.48,0.15,0.72,45.0,-1.92,10.09,-4.51,17.23,0.21,"ESO_332_13.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 332 20","nan",256.22919,-38.32,4.5,283.0,234.0,-1.92,4.44,-2.65,4.88,0.14,49.0,1.98,28.03,-10.57,30.47,-0.36,"ESO_332_20.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 332 22","nan",256.87082,-40.81333,4.5,317.0,258.0,0.31,3.44,-2.14,2.7,0.07,59.0,1.39,20.74,-1.34,24.15,-0.15,"ESO_332_22.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 334 02","nan",264.23749,-42.22667,2.0,70.0,48.0,-0.37,5.32,-6.36,4.22,-0.18,22.0,-5.71,18.78,-16.32,22.22,-0.17,"ESO_334_02.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 335 05","nan",274.02914,-41.06333,4.5,272.0,152.0,-1.62,0.92,-0.07,3.04,0.11,120.0,-0.22,11.56,-1.86,12.59,-0.05,"ESO_335_05.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 368 11","nan",116.09167,-34.61861,4.0,112.0,84.0,-0.59,0.85,3.25,2.28,0.01,28.0,0.68,20.27,-4.03,17.39,0.14,"ESO_368_11.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 368 14","nan",116.7625,-32.96833,3.0,53.0,32.0,-3.76,3.56,1.15,1.26,0.63,21.0,-2.54,7.77,4.68,10.81,-0.19,"ESO_368_14.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 370 13","nan",126.78749,-34.705,2.0,44.0,24.0,-4.91,2.45,1.43,2.47,-0.5,20.0,-9.56,16.88,6.16,10.52,-0.37,"ESO_370_13.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 371 25","nan",133.25,-35.47667,2.5,41.0,35.0,-5.84,2.44,2.95,1.85,-0.12,6.0,-15.44,7.41,11.73,0.61,0.74,"ESO_371_25.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 392 13","nan",261.71664,-34.68667,6.0,101.0,81.0,-0.32,3.16,1.12,1.93,0.16,20.0,-2.01,21.54,-13.75,14.98,-0.62,"ESO_392_13.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 393 12","nan",264.66666,-35.65167,2.0,80.0,55.0,4.02,3.77,-4.47,3.0,0.12,25.0,5.53,19.5,-3.16,12.38,-0.05,"ESO_393_12.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 393 15","nan",265.88751,-34.21833,3.5,373.0,283.0,-1.2,2.77,-2.4,4.14,0.03,90.0,-0.65,31.54,-1.08,30.64,0.26,"ESO_393_15.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 397 01","nan",286.03754,-33.385,4.0,99.0,80.0,-0.67,5.52,-3.51,4.58,-0.03,19.0,-0.08,20.89,-13.49,14.97,0.26,"ESO_397_01.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 425 15","nan",93.64583,-29.375,4.0,41.0,29.0,-1.52,3.43,1.24,1.4,-0.08,12.0,-4.86,1.52,6.1,11.15,0.92,"ESO_425_15.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","ESO 427 32","nan",106.55833,-30.16667,6.0,163.0,114.0,0.98,2.05,1.98,2.94,-0.12,49.0,2.51,9.84,4.33,8.78,-0.22,"ESO_427_32.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 429 02","nan",113.35001,-28.1875,2.5,57.0,45.0,-1.52,1.43,-0.56,3.35,0.19,12.0,5.9,26.71,0.73,13.39,0.27,"ESO_429_02.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 429 13","nan",115.28333,-30.73833,3.0,86.0,56.0,-3.34,2.61,3.66,2.69,0.11,30.0,-1.54,13.76,0.1,16.83,0.26,"ESO_429_13.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 430 14","nan",120.90417,-31.42667,3.5,146.0,107.0,-1.08,0.1,-0.71,0.1,0.1,39.0,-5.83,10.55,0.24,9.84,-0.31,"ESO_430_14.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","ESO 430 18","nan",121.71667,-30.83667,7.0,455.0,395.0,-2.56,2.68,0.86,2.62,-0.13,60.0,-3.75,17.59,-3.21,14.96,-0.03,"ESO_430_18.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 432 03","nan",130.72083,-27.87333,5.0,131.0,108.0,-3.88,2.34,4.43,2.51,-0.35,23.0,-4.13,10.06,1.16,7.26,-0.48,"ESO_432_03.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 435 09","nan",148.88751,-28.98667,8.0,118.0,99.0,-5.12,5.72,1.34,5.47,-0.47,19.0,-17.4,21.32,-2.13,15.4,-0.57,"ESO_435_09.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 447 29","nan",219.3625,-29.41167,7.0,81.0,56.0,-5.68,5.0,-2.96,2.1,-0.02,25.0,-12.12,13.82,-12.23,17.48,-0.05,"ESO_447_29.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 456 05","nan",268.25833,-29.89333,1.4,82.0,47.0,-1.62,2.76,-2.36,4.74,0.2,35.0,0.88,14.42,-9.0,18.01,-0.28,"ESO_456_05.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 456 09","V",268.46667,-32.48333,4.0,562.0,358.0,0.39,6.29,-3.42,6.21,0.0,204.0,-3.57,23.52,-0.57,31.08,0.21,"ESO_456_09.dat","nan","ocl",26.7,10.0,1.0,1.0,"ocl",268.46667,-32.48333
"*","ESO 456 72","nan",273.12082,-29.57667,1.7,174.0,96.0,-2.03,8.44,-4.7,7.25,0.2,78.0,2.83,30.72,4.21,26.48,-0.21,"ESO_456_72.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 461 38","nan",301.22501,-30.35,3.0,27.0,22.0,-1.03,3.7,-8.46,4.49,-0.37,5.0,17.94,3.31,-7.18,11.35,0.4,"ESO_461_38.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 489 01","nan",91.24166,-26.73333,6.5,81.0,69.0,-0.63,3.73,0.33,4.51,0.07,12.0,-4.81,13.21,8.16,24.27,-0.04,"ESO_489_01.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","ESO 493 03","V",114.9375,-27.29333,4.5,113.0,96.0,-0.7,3.9,2.14,5.59,-0.05,17.0,-3.08,14.72,5.99,14.87,0.16,"ESO_493_03.dat","nan","ocl",20.77,22.48,1.0,2.0,"ocl",114.9375,-27.29333
"*","ESO 494 09","nan",119.81667,-27.585,2.5,69.0,54.0,-1.77,1.83,3.51,4.57,-0.31,15.0,-6.95,13.28,-1.84,19.04,-0.37,"ESO_494_09.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 518 03","nan",251.76668,-25.81167,3.5,88.0,72.0,-3.11,4.28,-1.62,4.37,0.12,16.0,-8.48,8.48,-12.87,9.81,-0.67,"ESO_518_03.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","ESO 521 38","nan",272.35416,-24.53,2.5,45.0,36.0,1.77,2.06,-2.47,0.12,0.01,9.0,-8.86,4.99,8.38,6.4,-0.88,"ESO_521_38.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 522 05","nan",273.22086,-24.36389,3.2,193.0,106.0,0.52,0.1,-1.72,2.38,0.02,87.0,-3.69,12.3,-6.26,17.99,-0.04,"ESO_522_05.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","ESO 522 16","nan",274.77084,-27.13,1.8,168.0,88.0,-3.85,4.22,-4.96,4.44,-0.19,80.0,2.9,19.07,-4.25,22.71,-0.07,"ESO_522_16.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
